Location,Main Library Name,10.15 Phone,Latitude,Longtitude,10.6 Street Address,10.7 City,10.8 Zip Code,10.9 Zip+4 Code,10.1 FSCSKey,URL
Garden Grove/Chapman Library,ORANGE COUNTY PUBLIC LIBRARIES,(714) 539-2115,33.78823,-117.97199,9182 CHAPMAN AVE.,GARDEN GROVE,92841,2590,CA0084,http://www.ocpl.org/
Garden Grove Main Library,ORANGE COUNTY PUBLIC LIBRARIES,(714) 530-0711,33.77736,-117.93730,11200 STANFORD AVE.,GARDEN GROVE,92840,5398,CA0084,http://www.ocpl.org/
Garden Grove Tibor Rubin,ORANGE COUNTY PUBLIC LIBRARIES,(714) 897-2594,33.78883,-118.03201,11962 BAILEY ST.,GARDEN GROVE,92845,1104,CA0084,http://www.ocpl.org/
Heritage Park Regional Library,ORANGE COUNTY PUBLIC LIBRARIES,(949) 936-4040,33.69957,-117.77843,14361 YALE AVE.,IRVINE,92604,1901,CA0084,http://www.ocpl.org/
Katie Wheeler Library,ORANGE COUNTY PUBLIC LIBRARIES,(714) 669-8753,33.72985,-117.78550,13019 OLD MYFORD RD.,IRVINE,92602,2305,CA0084,http://www.ocpl.org/
La Habra Library,ORANGE COUNTY PUBLIC LIBRARIES,(562) 694-0078,33.93258,-117.94421,221 E. LA HABRA BLVD.,LA HABRA,90631,5437,CA0084,http://www.ocpl.org/
La Palma Library,ORANGE COUNTY PUBLIC LIBRARIES,(714) 523-8585,33.84863,-118.03677,7842 WALKER ST.,LA PALMA,90623,1721,CA0084,http://www.ocpl.org/
Ladera Ranch,ORANGE COUNTY PUBLIC LIBRARIES,(949) 234-5940,33.55350,-117.63703,29551 SIENNA PARKWAY,LADERA RANCH,92694,789,CA0084,http://www.ocpl.org/
Laguna Beach Library,ORANGE COUNTY PUBLIC LIBRARIES,(949) 497-1733,33.54209,-117.78248,363 GLENNEYRE ST.,LAGUNA BEACH,92651,2310,CA0084,http://www.ocpl.org/
Laguna Hills Technology Branch,ORANGE COUNTY PUBLIC LIBRARIES,(949) 707-2699,33.59187,-117.70027,25555 ALICIA PKWY,LAGUNA HILLS,92653,5341,CA0084,http://www.ocpl.org/
Laguna Niguel Branch Library,ORANGE COUNTY PUBLIC LIBRARIES,(949) 249-5252,33.52252,-117.71695,30341 CROWN VALLEY PARKWAY,LAGUNA NIGUEL,92677,6326,CA0084,http://www.ocpl.org/
Laguna Woods Library,ORANGE COUNTY PUBLIC LIBRARIES,(949) 639-0500,33.61047,-117.72336,24264 EL TORO ROAD,LAGUNA WOODS,91637,3488,CA0084,http://www.ocpl.org/
Library of the Canyons,ORANGE COUNTY PUBLIC LIBRARIES,(714) 649-2216,33.74346,-117.66764,7531 SANTIAGO CANYON RD.,SILVERADO,92676,9709,CA0084,http://www.ocpl.org/
Los Alamitos-Rossmoor Branch Library,ORANGE COUNTY PUBLIC LIBRARIES,(562) 430-1048,33.78085,-118.07550,12700 MONTECITO RD.,SEAL BEACH,90740,2745,CA0084,http://www.ocpl.org/
Mesa Verde Branch Library,ORANGE COUNTY PUBLIC LIBRARIES,(714) 546-5274,33.67920,-117.92744,2969 MESA VERDE DRIVE EAST,COSTA MESA,92626,3699,CA0084,http://www.ocpl.org/
Rancho Santa Margarita Branch Library,ORANGE COUNTY PUBLIC LIBRARIES,(949) 459-6094,33.64062,-117.59241,30902 LA PROMESA,RANCHO SANTA MARGARI,92688,2821,CA0084,http://www.ocpl.org/
San Clemente Branch Library,ORANGE COUNTY PUBLIC LIBRARIES,(949) 492-3493,33.42473,-117.61713,242 AVENIDA DEL MAR,SAN CLEMENTE,92672,4005,CA0084,http://www.ocpl.org/
San Juan Capistrano Regional Library,ORANGE COUNTY PUBLIC LIBRARIES,(949) 493-1752,33.50526,-117.66333,31495 EL CAMINO REAL,SAN JUAN CAPISTRANO,92675,2600,CA0084,http://www.ocpl.org/
Seal Beach/Mary Wilson Library,ORANGE COUNTY PUBLIC LIBRARIES,(562) 431-3584,33.74365,-118.10483,707 ELECTRIC AVE.,SEAL BEACH,90740,6196,CA0084,http://www.ocpl.org/
Stanton Branch Library,ORANGE COUNTY PUBLIC LIBRARIES,(714) 898-3302,33.80257,-117.99578,7850 KATELLA AVE.,STANTON,90680,3195,CA0084,http://www.ocpl.org/
Tustin Branch Library,ORANGE COUNTY PUBLIC LIBRARIES,(714) 544-7725,33.74278,-117.82079,345 E. MAIN ST.,TUSTIN,92780,4491,CA0084,http://www.ocpl.org/
University Park Branch Library,ORANGE COUNTY PUBLIC LIBRARIES,(949) 786-4001,33.66067,-117.82075,4512 SANDBURG WAY,IRVINE,92612,2794,CA0084,http://www.ocpl.org/
Villa Park Branch Library,ORANGE COUNTY PUBLIC LIBRARIES,(714) 998-0861,33.81416,-117.81990,17865 SANTIAGO BLVD.,VILLA PARK,92861,4105,CA0084,http://www.ocpl.org/
Westminster Branch Library,ORANGE COUNTY PUBLIC LIBRARIES,(714) 893-5057,33.75520,-117.98649,8180 13TH ST.,WESTMINSTER,92683,8118,CA0084,http://www.ocpl.org/
EL MODENA BRANCH LIBRARY,ORANGE PUBLIC LIBRARY,(714) 288-2451,33.78221,-117.80618,380 S. HEWES ST.,ORANGE,92869,4059,CA0085,http://www.cityoforange.org/library
ORANGE PUBLIC LIBRARY MAIN LIBRARY,ORANGE PUBLIC LIBRARY,(714) 288-2471,33.78825,-117.84955,407 E CHAPMAN AVE,ORANGE,92866,1509,CA0085,http://www.cityoforange.org/library
TAFT BRANCH LIBRARY,ORANGE PUBLIC LIBRARY,(714) 288-2430,33.81552,-117.84575,740 E. TAFT AVE.,ORANGE,92865,4404,CA0085,http://www.cityoforange.org/library
ORLAND FREE LIBRARY,ORLAND FREE LIBRARY,(530) 865-1640,39.74489,-122.19363,333 MILL ST.,ORLAND,95963,1788,CA0086,http://www.orlandfreelibrary.net
COLONIA CENTER LIBRARY,OXNARD PUBLIC LIBRARY,(805) 385-8108,34.20583,-119.16314,1500 CAMINO DEL SOL #26,OXNARD,93030,3725,CA0087,www.oxnard.org/library
OXNARD PUBLIC LIBRARY,OXNARD PUBLIC LIBRARY,(805) 385-7500,34.20098,-119.17890,251 SOUTH A ST.,OXNARD,93030,5742,CA0087,www.oxnard.org/library
SOUTH OXNARD CENTER BRANCH LIBRARY,OXNARD PUBLIC LIBRARY,(805) 385-8129,34.16066,-119.17731,4300 SAVIERS ROAD,OXNARD,93033,7129,CA0087,www.oxnard.org/library
PACIFIC GROVE PUBLIC LIBRARY,PACIFIC GROVE PUBLIC LIBRARY,(831) 648-5765,36.62233,-121.91629,550 CENTRAL AVE.,PACIFIC GROVE,93950,2789,CA0088,http://www.pacificgrovelibrary.org
PALM SPRINGS PUBLIC LIBRARY,PALM SPRINGS PUBLIC LIBRARY,(760) 322-7323,33.81872,-116.52753,300 S. SUNRISE WAY,PALM SPRINGS,92262,7699,CA0090,http://www.palmspringslibrary.org
WELWOOD MURRAY MEMORIAL LIBRARY,PALM SPRINGS PUBLIC LIBRARY,(760) 323-8296,33.82293,-116.54659,100 S. PALM CANYON DR,PALM SPRINGS,92262,,CA0090,http://www.palmspringslibrary.org
Palmdale City Library,PALMDALE CITY LIBRARY,(661) 267-5600,34.57911,-118.11606,700 E. PALMDALE BLVD.,PALMDALE,93550,4742,CA0089,http://www.cityofpalmdale.org/library
CHILDREN'S LIBRARY,PALO ALTO CITY LIBRARY,(650) 329-2436,37.44479,-122.14520,1276 HARRIET ST.,PALO ALTO,94301,3461,CA0091,http://www.cityofpaloalto.org/library/
COLLEGE TERRACE LIBRARY,PALO ALTO CITY LIBRARY,(650) 329-2436,37.42336,-122.14866,2300 WELLESLEY ST.,PALO ALTO,94306,1337,CA0091,http://www.cityofpaloalto.org/library/
DOWNTOWN BRANCH,PALO ALTO CITY LIBRARY,(650) 329-2436,37.44386,-122.15913,270 FOREST AVE.,PALO ALTO,94301,2512,CA0091,http://www.cityofpaloalto.org/library/
RINCONADA LIBRARY,PALO ALTO CITY LIBRARY,(650) 329-2436,37.44497,-122.13916,1213 NEWELL RD.,PALO ALTO,94303,2999,CA0091,http://www.cityofpaloalto.org/library/
MITCHELL PARK BRANCH,PALO ALTO CITY LIBRARY,(650) 329-2436,37.41805,-122.10771,4050 MIDDLEFIELD RD.,PALO ALTO,94303,4739,CA0091,http://www.cityofpaloalto.org/library/
PALO VERDE VALLEY DISTRICT LIBRARY,PALO VERDE VALLEY LIBRARY DISTRICT,(760) 922-5371,33.61785,-114.59772,125 W. CHANSLORWAY,BLYTHE,92225,1245,CA0093,http://www.blythelibrary.org
MALAGA COVE LIBRARY,PALOS VERDES LIBRARY DISTRICT,(310) 377-9584,33.79863,-118.38915,2400 VIA CAMPESINA,PALOS VERDES ESTATES,90274,1320,CA0092,http://www.pvld.org
MIRALESTE LIBRARY,PALOS VERDES LIBRARY DISTRICT,(310) 377-9584,33.75585,-118.33005,29089 PALOS VERDES DR. E.,RANCHO PALOS VERDES,90275,6405,CA0092,http://www.pvld.org
PENINSULA CENTER,PALOS VERDES LIBRARY DISTRICT,(310) 377-9584,33.77077,-118.37076,701 SILVER SPUR ROAD,ROLLING HILLS ESTATES,90274,3603,CA0092,http://www.pvld.org
TEEN ANNEX,PALOS VERDES LIBRARY DISTRICT,(310) 377-9584,,,"627 SILVER SPUR ROAD, SUITE 210",ROLLING HILLS ESTATE,90274,N/A,CA0092,http://www.pvld.org
ALLENDALE BRANCH LIBRARY,PASADENA PUBLIC LIBRARY,(626) 744-7260,34.12618,-118.14520,1130 S. MARENGO AVE.,PASADENA,91106,4224,CA0094,http://cityofpasadena.net/library
HASTINGS BRANCH LIBRARY,PASADENA PUBLIC LIBRARY,(626) 744-7262,34.15828,-118.08206,3325 E. ORANGE GROVE BLVD.,PASADENA,91107,2018,CA0094,http://cityofpasadena.net/library
HILL AVE. BRANCH LIBRARY,PASADENA PUBLIC LIBRARY,(626) 744-7264,34.14508,-118.12189,55 S. HILL AVE.,PASADENA,91106,2601,CA0094,http://cityofpasadena.net/library
LA PINTORESCA BRANCH LIBRARY,PASADENA PUBLIC LIBRARY,(626) 744-7268,34.16927,-118.14962,1355 N. RAYMOND AVE.,PASADENA,91103,2235,CA0094,http://cityofpasadena.net/library
LAMANDA PARK BRANCH LIBRARY,PASADENA PUBLIC LIBRARY,(626) 744-7266,34.14344,-118.09834,140 S. ALTADENA DR.,PASADENA,91107,4262,CA0094,http://cityofpasadena.net/library
LINDA VISTA BRANCH LIBRARY,PASADENA PUBLIC LIBRARY,(626) 744-7278,34.16999,-118.17766,1281 BRYANT ST.,PASADENA,91103,2307,CA0094,http://cityofpasadena.net/library
PASADENA CENTRAL LIBRARY,PASADENA PUBLIC LIBRARY,(626) 744-4066,34.15000,-118.14441,285 E. WALNUT ST.,PASADENA,91101,1598,CA0094,http://cityofpasadena.net/library
SAN RAFAEL BRANCH LIBRARY,PASADENA PUBLIC LIBRARY,(626) 744-7270,34.13572,-118.17576,1240 NITHSDALE,PASADENA,91105,1435,CA0094,http://cityofpasadena.net/library
SANTA CATALINA BRANCH LIBRARY,PASADENA PUBLIC LIBRARY,(626) 744-7272,34.16929,-118.12987,999 E. WASHINGTON BLVD.,PASADENA,91104,2439,CA0094,http://cityofpasadena.net/library
VILLA PARKE COMMUNITY CENTER LIBRARY,PASADENA PUBLIC LIBRARY,(626) 744-6510,34.15457,-118.14290,363 E. VILLA,PASADENA,91101,1021,CA0094,http://cityofpasadena.net/library
LIBRARY STUDY CENTER,PASO ROBLES CITY LIBRARY,(805) 237-4743,35.65200,-120.69453,3600 OAK ST. #101,PASO ROBLES,93446,1023,CA0095,http://www.prcity.com/library
PASO ROBLES CITY LIBRARY,PASO ROBLES CITY LIBRARY,(805) 237-3870,35.62539,-120.69058,1000 SPRING ST.,PASO ROBLES,93446,2207,CA0095,http://www.prcity.com/library
PLACENTIA LIBRARY,PLACENTIA LIBRARY DISTRICT,(714) 528-1925,33.87153,-117.86091,411 E. CHAPMAN AVE.,PLACENTIA,92870,6198,CA0096,https://www.placentialibrary.org
APPLEGATE LIBRARY,PLACER COUNTY LIBRARY,(530) 878-2721,38.99988,-120.99037,18018 APPLEGATE ROAD,APPLEGATE,95703,267,CA0009,http://www.placer.ca.gov/library
AUBURN LIBRARY,PLACER COUNTY LIBRARY,(530) 886-4501,38.90517,-121.08074,350 NEVADA ST.,AUBURN,95603,3789,CA0009,http://www.placer.ca.gov/library
COLFAX LIBRARY,PLACER COUNTY LIBRARY,(530) 346-8211,39.09932,-120.95415,10 W.CHURCH ST.,COLFAX,95713,719,CA0009,http://www.placer.ca.gov/library
FORESTHILL LIBRARY,PLACER COUNTY LIBRARY,(530) 367-2785,39.02003,-120.81656,24580 MAIN ST.,FORESTHILL,95631,419,CA0009,http://www.placer.ca.gov/library
GRANITE BAY LIBRARY,PLACER COUNTY LIBRARY,(916) 791-5590,38.74423,-121.18066,6475 DOUGLAS BLVD,GRANITE BAY,95746,6226,CA0009,http://www.placer.ca.gov/library
KINGS BEACH LIBRARY,PLACER COUNTY LIBRARY,(530) 546-2021,39.23866,-120.03016,301 SECLINE STREET,KINGS BEACH,96143,246,CA0009,http://www.placer.ca.gov/library
PENRYN LIBRARY,PLACER COUNTY LIBRARY,(916) 663-3621,38.85195,-121.16936,2215 RIPPEY ROAD,PENRYN,95663,405,CA0009,http://www.placer.ca.gov/library
ROCKLIN LIBRARY,PLACER COUNTY LIBRARY,(916) 624-3133,38.78912,-121.22694,4890 GRANITE DRIVE,ROCKLIN,95677,,CA0009,http://www.placer.ca.gov/library
TAHOE CITY LIBRARY,PLACER COUNTY LIBRARY,(530) 583-3382,39.17277,-120.13825,740 N. LAKE BLVD.,TAHOE CITY,96145,6570,CA0009,http://www.placer.ca.gov/library
PLEASANTON PUBLIC LIBRARY,PLEASANTON PUBLIC LIBRARY,(925) 931-3400,37.65753,-121.88063,400 OLD BERNAL AVE.,PLEASANTON,94566,7012,CA0206,http://www.cityofpleasantonca.gov/gov/depts/lib/default.asp
ALLEGHANY STATION LIBRARY,PLUMAS COUNTY LIBRARY,(530) 287-3287,39.46923,-120.84299,100 HOPE LANE,ALLEGHANY,95910,1005,CA0097,https://www.plumascounty.us/546/Library
CHESTER BRANCH LIBRARY,PLUMAS COUNTY LIBRARY,(530) 258-2742,40.30937,-121.22711,222 FIRST AVE.,CHESTER,96020,N/A,CA0097,https://www.plumascounty.us/546/Library
Downieville Station Library,PLUMAS COUNTY LIBRARY,(530) 289-3544,39.55932,-120.82784,318 COMMERCIAL ST.,DOWNIEVILLE,95936,N/A,CA0097,https://www.plumascounty.us/546/Library
GREENVILLE BRANCH LIBRARY,PLUMAS COUNTY LIBRARY,(530) 284-7416,40.14015,-120.95207,204 ANN ST.,GREENVILLE,95947,N/A,CA0097,https://www.plumascounty.us/546/Library
LOYALTON STATION LIBRARY,PLUMAS COUNTY LIBRARY,(530) 993-1105,39.67631,-120.24346,511 MAIN ST.,LOYALTON,96118,9995,CA0097,https://www.plumascounty.us/546/Library
PLUMAS COUNTY LIBRARY,PLUMAS COUNTY LIBRARY,(530) 283-6310,39.93613,-120.94698,445 JACKSON ST.,QUINCY,95971,9410,CA0097,https://www.plumascounty.us/546/Library
PORTOLA BRANCH LIBRARY,PLUMAS COUNTY LIBRARY,(530) 832-4241,39.80532,-120.46586,34 3RD AVE.,PORTOLA,96122,9540,CA0097,https://www.plumascounty.us/546/Library
SIERRA CITY STATION LIBRARY,PLUMAS COUNTY LIBRARY,(530) 862-0210,39.56596,-120.63378,HWY. 49,SIERRA CITY,96125,N/A,CA0097,https://www.plumascounty.us/546/Library
POMONA PUBLIC LIBRARY,POMONA PUBLIC LIBRARY,(909) 620-2473,34.05386,-117.75062,625 S. GAREY AVE.,POMONA,91766,3322,CA0098,http://www.pomonalibrary.org
PORTERVILLE PUBLIC LIBRARY,PORTERVILLE PUBLIC LIBRARY,(559) 784-0177,,,"15 EAST THURMAN AVENUE, SUITE B",PORTERVILLE,93257,3704,CA0099,http://www.portervillelibrary.org
Paul A. Biane Library,RANCHO CUCAMONGA PUBLIC LIBRARY,(909) 477-2720,34.11307,-117.53280,12505 CULTURAL CENTER DRIVE,RANCHO CUCAMONGA,91739,8546,CA0194,http://www.rcpl.lib.ca.us/
Archibald Library,RANCHO CUCAMONGA PUBLIC LIBRARY,(909) 477-2720,34.12012,-117.59402,7368 ARCHIBALD AVENUE,RANCHO CUCAMONGA,91730,1401,CA0194,http://www.rcpl.lib.ca.us/
RANCHO MIRAGE PUBLIC LIBRARY,RANCHO MIRAGE PUBLIC LIBRARY,(760) 341-7323,33.74848,-116.42128,71-100 HIGHWAY 111,RANCHO MIRAGE,92270,4123,CA0196,http://www.ranchomiragelibrary.org
NORTH BRANCH LIBRARY,REDONDO BEACH PUBLIC LIBRARY,(310) 318-0677,33.87254,-118.37678,2000 ARTESIA BOULEVARD,REDONDO BEACH,90278,3012,CA0100,http://redondo.org/library
REDONDO BEACH PUBLIC LIBRARY,REDONDO BEACH PUBLIC LIBRARY,(310) 318-0675,33.84604,-118.38806,303 N. PACIFIC COAST HWY,REDONDO BEACH,90277,2838,CA0100,http://redondo.org/library
FAIR OAKS BRANCH LIBRARY,REDWOOD CITY PUBLIC LIBRARY,8339377625,,,2510 MIDDLEFIELD RD,REDWOOD CITY,94063,3402,CA0101,http://www.redwoodcity.org/library
REDWOOD CITY PUBLIC LIBRARY,REDWOOD CITY PUBLIC LIBRARY,(650) 780-7061,37.48390,-122.22739,1044 MIDDLEFIELD ROAD,REDWOOD CITY,94063,1868,CA0101,http://www.redwoodcity.org/library
Redwood Shores Library,REDWOOD CITY PUBLIC LIBRARY,(650) 780-5740,37.53037,-122.25861,399 MARINE PARKWAY,REDWOOD CITY,94065,5236,CA0101,http://www.redwoodcity.org/library
SCHABERG BRANCH LIBRARY,REDWOOD CITY PUBLIC LIBRARY,(650) 780-7010,37.46649,-122.24310,2140 EUCLID AVE.,REDWOOD CITY,94061,1327,CA0101,http://www.redwoodcity.org/library
BAYVIEW BRANCH LIBRARY,RICHMOND PUBLIC LIBRARY,(510) 620-6566,37.91519,-122.32382,5100 HARTNETT AVENUE,RICHMOND,94804,3946,CA0102,http://www.richmondlibrary.org
RICHMOND PUBLIC LIBRARY (MAIN BRANCH),RICHMOND PUBLIC LIBRARY,(510) 620-6555,37.93595,-122.34396,325 CIVIC CENTER PLAZA,RICHMOND,94804,1659,CA0102,http://www.richmondlibrary.org
WEST SIDE BRANCH LIBRARY,RICHMOND PUBLIC LIBRARY,(510) 620-6567,37.92729,-122.38433,135 WASHINGTON AVENUE,RICHMOND,94801,3946,CA0102,http://www.richmondlibrary.org
ANZA VALLEY COMMUNITY LIBRARY,RIVERSIDE COUNTY LIBRARY SYSTEM,(951) 763-4216,33.57024,-116.65979,57430 MITCHELL RD,ANZA,92539,9289,CA0199,http://www.rivlib.net
CABAZON BRANCH LIBRARY,RIVERSIDE COUNTY LIBRARY SYSTEM,(951) 849-8234,33.91042,-116.78098,50425 CARMEN AVE,CABAZON,92230,N/A,CA0199,http://www.rivlib.net
CALIMESA BRANCH LIBRARY,RIVERSIDE COUNTY LIBRARY SYSTEM,(909) 795-9807,34.00181,-117.06169,974 CALIMESA BLVD,CALIMESA,92320,1139,CA0199,http://www.rivlib.net
CANYON LAKE BRANCH LIBRARY,RIVERSIDE COUNTY LIBRARY SYSTEM,(951) 244-9181,33.67256,-117.25148,31516 RAILROAD CANYON RD.,CANYON LAKE,92587,9400,CA0199,http://www.rivlib.net
CATHEDRAL CITY BRANCH LIBRARY,RIVERSIDE COUNTY LIBRARY SYSTEM,(760) 328-4262,33.80426,-116.45729,33-520 DATE PALM DR.,CATHEDRAL CITY,92234,1307,CA0199,http://www.rivlib.net
COACHELLA BRANCH LIBRARY,RIVERSIDE COUNTY LIBRARY SYSTEM,(760) 398-5148,33.67869,-116.17622,1500 SIXTH ST.,COACHELLA,92236,1798,CA0199,http://www.rivlib.net
DESERT HOT SPRINGS BRANCH LIBRARY,RIVERSIDE COUNTY LIBRARY SYSTEM,(760) 329-5926,33.96312,-116.51071,14380 PALM DR.,DESERT HOT SPRINGS,92240,,CA0199,http://www.rivlib.net
EASTVALE BRANCH LIBRARY,RIVERSIDE COUNTY LIBRARY SYSTEM,(951) 273-1520,33.95306,-117.56859,7447 SCHOLAR WAY,EASTVALE,92880,9750,CA0199,http://www.rivlib.net
EL CERRITO BRANCH LIBRARY,RIVERSIDE COUNTY LIBRARY SYSTEM,(951) 270-5012,33.83545,-117.52659,7581 RUDELL ROAD,CORONA,92881,4279,CA0199,http://www.rivlib.net
FRENCH VALLEY LIBRARY,RIVERSIDE COUNTY LIBRARY SYSTEM,(951) 926-6636,33.60863,-117.10909,31526 SKYVIEW ROAD,WINCHESTER,92596,,CA0199,http://www.rivlib.net
GLEN AVON BRANCH LIBRARY,RIVERSIDE COUNTY LIBRARY SYSTEM,(951) 685-8121,34.00380,-117.48454,9244 GALENA,RIVERSIDE,92509,3966,CA0199,http://www.rivlib.net
GRACE MELLMAN BRANCH LIBRARY,RIVERSIDE COUNTY LIBRARY SYSTEM,(951) 296-3893,33.52667,-117.16062,41000 COUNTY CENTER,TEMECULA,92591,6023,CA0199,http://www.rivlib.net
HIGHGROVE BRANCH LIBRARY,RIVERSIDE COUNTY LIBRARY SYSTEM,(951) 682-1507,34.01541,-117.32322,530 W CENTER ST,RIVERSIDE,92507,1413,CA0199,http://www.rivlib.net
HOME GARDENS BRANCH LIBRARY,RIVERSIDE COUNTY LIBRARY SYSTEM,(951) 279-2148,33.87508,-117.52541,3785 NEECE STREET,CORONA,92879,2063,CA0199,http://www.rivlib.net
IDYLLWILD BRANCH LIBRARY,RIVERSIDE COUNTY LIBRARY SYSTEM,(951) 659-2300,33.74369,-116.71378,54401 VILLAGE CENTER DR,IDYLLWILD,92549,68,CA0199,http://www.rivlib.net
INDIO BRANCH LIBRARY,RIVERSIDE COUNTY LIBRARY SYSTEM,(760) 347-2383,33.71899,-116.21874,200 CIVIC CENTER MALL,INDIO,92201,4453,CA0199,http://www.rivlib.net
LA QUINTA BRANCH LIBRARY,RIVERSIDE COUNTY LIBRARY SYSTEM,(760) 564-4767,33.67810,-116.29920,78-225 CALLE TAMPICO,LA QUINTA,92253,2930,CA0199,http://www.rivlib.net
LAKE ELSINORE BRANCH LIBRARY,RIVERSIDE COUNTY LIBRARY SYSTEM,(951) 674-4517,33.66957,-117.33418,600 W. GRAHAM,LAKE ELSINORE,92530,3612,CA0199,http://www.rivlib.net
LAKE TAMARISK LIBRARY,RIVERSIDE COUNTY LIBRARY SYSTEM,(760) 227-3273,33.73800,-115.39228,43880 LAKE TAMARISK DR.,DESERT CENTER,92239,N/A,CA0199,http://www.rivlib.net
LAKESIDE BRANCH LIBRARY,RIVERSIDE COUNTY LIBRARY SYSTEM,(951) 678-7083,33.67012,-117.38060,32593 RIVERSIDE DR,LAKE ELSINORE,92530,7802,CA0199,http://www.rivlib.net
LOUIS ROBIDOUX BRANCH LIBRARY,RIVERSIDE COUNTY LIBRARY SYSTEM,(951) 682-5485,33.99977,-117.41457,5840 MISSION BLVD,RIVERSIDE,92509,4256,CA0199,http://www.rivlib.net
MEAD VALLEY PUBLIC LIBRARY,RIVERSIDE COUNTY LIBRARY SYSTEM,(951) 943-4727,33.83396,-117.28676,21580 OAKWOOD STREET,PERRIS,92570,N/A,CA0199,http://www.rivlib.net
MECCA BRANCH LIBRARY,RIVERSIDE COUNTY LIBRARY SYSTEM,(760) 396-2363,33.56960,-116.07394,91260 AVENUE 66,MECCA,92254,N/A,CA0199,http://www.rivlib.net
MENIFEE LIBRARY,RIVERSIDE COUNTY LIBRARY SYSTEM,(951) 679-2527,33.67582,-117.15935,28798 LA PIEDRA RD,MENIFEE,92584,,CA0199,http://www.rivlib.net
NORCO BRANCH LIBRARY,RIVERSIDE COUNTY LIBRARY SYSTEM,(951) 735-5329,33.92926,-117.55944,3240 HAMNER AVE.,NORCO,92860,1934,CA0199,http://www.rivlib.net
NUVIEW BRANCH LIBRARY,RIVERSIDE COUNTY LIBRARY SYSTEM,(951) 928-0769,33.82403,-117.12894,29990 LAKEVIEW RD.,NUEVO,92567,9180,CA0199,http://www.rivlib.net
PALM DESERT BRANCH LIBRARY,RIVERSIDE COUNTY LIBRARY SYSTEM,(760) 346-6552,33.72999,-116.38628,73-300 FRED WARING DR.,PALM DESERT,92260,4434,CA0199,http://www.rivlib.net
PALOMA VALLEY LIBRARY,RIVERSIDE COUNTY LIBRARY SYSTEM,(951) 301-3682,33.66487,-117.19118,31375 BRADLEY ROAD,MENIFEE,92584,9368,CA0199,http://www.rivlib.net
PERRIS BRANCH LIBRARY,RIVERSIDE COUNTY LIBRARY SYSTEM,(951) 657-2358,33.78600,-117.22745,163 E. SAN JACINTO,PERRIS,92570,2135,CA0199,http://www.rivlib.net
ROMOLAND BRANCH LIBRARY,RIVERSIDE COUNTY LIBRARY SYSTEM,(951) 325-2090,33.73761,-117.13656,26000 BRIGGS ROAD,ROMOLAND,92585,3230,CA0199,http://www.rivlib.net
SAN JACINTO BRANCH LIBRARY,RIVERSIDE COUNTY LIBRARY SYSTEM,(951) 654-8635,33.78222,-116.95866,595 S. SAN JACINTO AVE.,SAN JACINTO,92583,4134,CA0199,http://www.rivlib.net
SUN CITY BRANCH LIBRARY,RIVERSIDE COUNTY LIBRARY SYSTEM,(951) 679-3534,33.71168,-117.18961,26982 CHERRY HILLS BLVD.,SUN CITY,92586,988,CA0199,http://www.rivlib.net
TEMECULA PUBLIC LIBRARY,RIVERSIDE COUNTY LIBRARY SYSTEM,(951) 693-8900,33.49696,-117.12289,30600 PAUBA ROAD,TEMECULA,92592,6206,CA0199,http://www.rivlib.net
THOUSAND PALMS LIBRARY,RIVERSIDE COUNTY LIBRARY SYSTEM,(760) 343-1556,33.82335,-116.39738,31-189 ROBERT RD.,THOUSAND PALMS,92276,3235,CA0199,http://www.rivlib.net
VALLE VISTA BRANCH LIBRARY,RIVERSIDE COUNTY LIBRARY SYSTEM,(951) 927-2611,33.74757,-116.89368,25757 FAIRVIEW AVE.,HEMET,92544,5358,CA0199,http://www.rivlib.net
WILDOMAR LIBRARY,RIVERSIDE COUNTY LIBRARY SYSTEM,(951) 471-3855,33.62368,-117.29052,34303 MISSION TRAIL,WILDOMAR,92595,8436,CA0199,http://www.rivlib.net
WOODCREST COMMUNITY LIBRARY,RIVERSIDE COUNTY LIBRARY SYSTEM,(951) 789-7324,33.87967,-117.37262,16625 KRAMERIA,RIVERSIDE,92504,5767,CA0199,http://www.rivlib.net
ARLANZA LIBRARY,RIVERSIDE PUBLIC LIBRARY,(951) 826-2217,33.93926,-117.46231,8267 PHILBIN AVE.,RIVERSIDE,92503,N/A,CA0103,http://www.riversideca.gov/library/
ARLINGTON LIBRARY,RIVERSIDE PUBLIC LIBRARY,(951) 826-2291,33.91951,-117.44742,9556 MAGNOLIA AVE.,RIVERSIDE,92503,3698,CA0103,http://www.riversideca.gov/library/
CASA BLANCA LIBRARY,RIVERSIDE PUBLIC LIBRARY,(951) 826-2120,33.93036,-117.39979,2985 MADISON ST.,RIVERSIDE,92504,4480,CA0103,http://www.riversideca.gov/library/
EASTSIDE LIBRARY,RIVERSIDE PUBLIC LIBRARY,(951) 826-2235,33.97355,-117.34848,4033 CHICAGO ST. SUITE C,RIVERSIDE,92507,5340,CA0103,http://www.riversideca.gov/library/
LA SIERRA BRANCH LIBRARY,RIVERSIDE PUBLIC LIBRARY,(951) 826-2461,33.91560,-117.48663,4600 LA SIERRA,RIVERSIDE,92505,2722,CA0103,http://www.riversideca.gov/library/
